"33030","18","indirect commission L5","approved","60","in","Dollarrain","2022-05-17 20:39:17","2022-05-17 20:39:17",NULL,"0"
"33037","18","indirect commission L5","approved","10","in","Dollarrain","2022-05-17 20:39:33","2022-05-17 20:39:33",NULL,"0"
"33060","18","indirect commission L6","approved","5","in","Ronald Patos","2022-05-18 07:56:21","2022-05-18 07:56:21",NULL,"0"
"33088","18","indirect commission L5","approved","30","in","udcrypsence","2022-05-18 16:17:20","2022-05-18 16:17:20",NULL,"0"
"33095","18","indirect commission L5","approved","10","in","udcrypsence","2022-05-18 16:17:42","2022-05-18 16:17:42",NULL,"0"
"33102","18","indirect commission L5","approved","10","in","udcrypsence","2022-05-18 16:17:56","2022-05-18 16:17:56",NULL,"0"
"34174","18","indirect commission L5","approved","10","in","Amazing","2022-05-19 11:55:53","2022-05-19 11:55:53",NULL,"0"
"34181","18","indirect commission L5","approved","10","in","Amazing","2022-05-19 11:56:08","2022-05-19 11:56:08",NULL,"0"
"34188","18","indirect commission L5","approved","0.5","in","Amazing","2022-05-19 11:56:20","2022-05-19 11:56:20",NULL,"0"
"34194","18","indirect commission L4","approved","4","in","Debest","2022-05-19 12:01:58","2022-05-19 12:01:58",NULL,"0"
"36395","18","indirect commission L5","approved","30","in","ubbest","2022-05-20 22:18:48","2022-05-20 22:18:48",NULL,"0"
"36402","18","indirect commission L5","approved","5","in","ubbest","2022-05-20 22:19:09","2022-05-20 22:19:09",NULL,"0"
"36409","18","indirect commission L5","approved","2","in","ubbest","2022-05-20 22:19:24","2022-05-20 22:19:24",NULL,"0"
"36416","18","indirect commission L5","approved","2","in","ubbest","2022-05-20 22:19:37","2022-05-20 22:19:37",NULL,"0"
"36423","18","indirect commission L4","approved","4","in","Debest","2022-05-21 00:57:12","2022-05-21 00:57:12",NULL,"0"
"36474","18","indirect commission L1","approved","2500","in","Ehsan Arain","2022-05-21 15:33:17","2022-05-21 15:33:17",NULL,"0"
"36485","18","indirect commission L2","approved","2000","in","samman786","2022-05-21 15:44:40","2022-05-21 15:44:40",NULL,"0"
"36489","18","indirect commission L2","approved","240","in","samman786","2022-05-21 15:44:51","2022-05-21 15:44:51",NULL,"0"
"36495","18","indirect commission L3","approved","1000","in","shama786","2022-05-21 15:51:13","2022-05-21 15:51:13",NULL,"0"
"36500","18","indirect commission L3","approved","120","in","shama786","2022-05-21 15:51:35","2022-05-21 15:51:35",NULL,"0"
"36508","18","indirect commission L4","approved","500","in","asghar786","2022-05-21 15:54:28","2022-05-21 15:54:28",NULL,"0"
"36514","18","indirect commission L4","approved","20","in","asghar786","2022-05-21 15:54:42","2022-05-21 15:54:42",NULL,"0"
"36522","18","indirect commission L5","approved","250","in","sahil786","2022-05-21 15:57:17","2022-05-21 15:57:17",NULL,"0"
"36529","18","indirect commission L5","approved","10","in","sahil786","2022-05-21 15:57:44","2022-05-21 15:57:44",NULL,"0"
"36559","18","indirect commission L1","approved","1250","in","Philip143","2022-05-21 16:01:04","2022-05-21 16:01:04",NULL,"0"
"36562","18","indirect commission L1","approved","50","in","Philip143","2022-05-21 16:01:48","2022-05-21 16:01:48",NULL,"0"
"36568","18","indirect commission L2","approved","1000","in","Philip1","2022-05-21 16:09:42","2022-05-21 16:09:42",NULL,"0"
"36577","18","indirect commission L6","approved","500","in","khurram786","2022-05-21 16:18:35","2022-05-21 16:18:35",NULL,"0"
"36668","18","InDirect 1 business award","approved","10000","in","Ambassador","2022-05-21 17:00:39","2022-05-21 17:00:39",NULL,"0"
"37871","18","indirect commission L1","approved","25","in","Sencecrypt01","2022-05-22 13:45:16","2022-05-22 13:45:16",NULL,"0"
"39049","18","direct commission","approved","300","in","skyline","2022-05-22 20:59:22","2022-05-22 20:59:22",NULL,"0"
"39051","18","direct commission","approved","100","in","skyline","2022-05-22 20:59:37","2022-05-22 20:59:37",NULL,"0"
"39053","18","direct commission","approved","100","in","skyline","2022-05-22 20:59:51","2022-05-22 20:59:51",NULL,"0"
"39060","18","indirect commission L4","approved","1","in","Debest","2022-05-22 22:27:14","2022-05-22 22:27:14",NULL,"0"
